passenger_id,age_group,gender,nationality,residence_country,residence_region,income_band,spending_power_proxy,household_type,occupation_type,language,life_stage,segment_label,preferred_route_cluster,preferred_travel_context,preferred_product_category,repeat_propensity,price_sensitivity_level,source_assumption_id
psg_0206,35-44,Female,United Kingdom,United Kingdom,German North,upper_mid,high,couple,consultant,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.48,low,src_tourism_stats_01
psg_0207,35-44,Prefer not to say,United Kingdom,United Kingdom,French North,low,lower_mid,single,other,Other,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.255,high,src_tourism_stats_01
psg_0208,45-54,Male,United Kingdom,Netherlands,London and South East,upper_mid,very_high,couple,professional,German,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.385,low,src_tourism_stats_01
psg_0209,45-54,Prefer not to say,Netherlands,Germany,Western Europe,upper_mid,very_high,retired_couple,executive,Dutch,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.369,low,src_tourism_stats_01
psg_0210,65-74,Female,Germany,Germany,Nordics,upper_mid,high,single,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.301,low,src_tourism_stats_01
psg_0211,45-54,Male,Netherlands,United Kingdom,French North,upper_mid,mid,couple,professional,German,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.359,medium,src_tourism_stats_01
psg_0212,45-54,Female,Sweden,Ireland,Northern France,high,mid,shared_household,manager,English,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.391,medium,src_tourism_stats_01
psg_0213,65-74,Male,Netherlands,Netherlands,Western Europe,high,high,couple,manager,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.243,low,src_tourism_stats_01
psg_0214,25-34,Prefer not to say,United Kingdom,Denmark,London and South East,mid,moderate,single,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.347,high,src_tourism_stats_01
psg_0215,45-54,Male,France,Germany,South East England,high,mid,couple,skilled_trade,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.478,medium,src_tourism_stats_01
psg_0216,25-34,Female,Netherlands,Denmark,Northern England,upper_mid,upper_mid,family_with_children,self_employed,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.394,medium,src_tourism_stats_01
psg_0217,25-34,Male,United Kingdom,Netherlands,London and South East,high,high,shared_household,professional,English,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.545,low,src_tourism_stats_01
psg_0218,35-44,Male,United Kingdom,Sweden,Western Europe,upper_mid,upper_mid,family_with_children,self_employed,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.432,medium,src_tourism_stats_01
psg_0219,35-44,Non-binary,Netherlands,United Kingdom,Western Europe,low,lower_mid,single,student,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.242,high,src_tourism_stats_01
psg_0220,45-54,Male,United Kingdom,Netherlands,Western Europe,high,very_high,retired_couple,professional,Swedish,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.387,low,src_tourism_stats_01
psg_0221,55-64,Female,Netherlands,United Kingdom,Western Europe,upper_mid,high,couple,other,Danish,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.301,low,src_tourism_stats_01
psg_0222,65-74,Male,France,Netherlands,South East England,upper_mid,high,retired_couple,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.305,low,src_tourism_stats_01
psg_0223,35-44,Male,Germany,Netherlands,Greater London,mid,upper_mid,couple,other,English,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.489,medium,src_tourism_stats_01
psg_0224,25-34,Male,Denmark,United Kingdom,Nordics,upper_mid,moderate,single,other,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.332,high,src_tourism_stats_01
psg_0225,25-34,Prefer not to say,Netherlands,United Kingdom,German North,lower_mid,lower_mid,single,early_career,German,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.24,high,src_tourism_stats_01
psg_0226,18-24,Female,United Kingdom,United Kingdom,London and South East,mid,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.322,high,src_tourism_stats_01
psg_0227,45-54,Male,United Kingdom,Ireland,Irish East Coast,mid,lower_mid,family_with_children,other,English,family_builder,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.324,high,src_tourism_stats_01
psg_0228,45-54,Non-binary,Germany,Germany,Western Europe,upper_mid,upper_mid,family_with_children,manager,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.466,medium,src_tourism_stats_01
psg_0229,18-24,Male,United Kingdom,Ireland,Western Europe,mid,lower_mid,single,student,Dutch,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.308,high,src_tourism_stats_01
psg_0230,45-54,Male,Netherlands,United Kingdom,Nordics,upper_mid,very_high,couple,manager,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.419,low,src_tourism_stats_01
psg_0231,45-54,Male,France,France,German North,mid,mid,family_with_children,self_employed,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.375,medium,src_tourism_stats_01
psg_0232,25-34,Female,Ireland,United Kingdom,Western Europe,low,lower_mid,couple,student,Other,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.253,high,src_tourism_stats_01
psg_0233,45-54,Female,Sweden,United Kingdom,Western Europe,upper_mid,very_high,retired_couple,manager,Dutch,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.404,low,src_tourism_stats_01
psg_0234,25-34,Female,United Kingdom,Germany,London and South East,mid,moderate,shared_household,other,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.306,high,src_tourism_stats_01
psg_0235,18-24,Male,United Kingdom,United Kingdom,Nordics,lower_mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.409,high,src_tourism_stats_01
psg_0236,25-34,Female,Germany,Netherlands,Western Europe,mid,moderate,single,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.393,high,src_tourism_stats_01
psg_0237,18-24,Male,Germany,United Kingdom,Nordics,mid,moderate,single,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.356,high,src_tourism_stats_01
psg_0238,35-44,Male,Netherlands,Germany,Western Europe,upper_mid,high,couple,manager,German,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.475,low,src_tourism_stats_01
psg_0239,25-34,Prefer not to say,Netherlands,United Kingdom,Western Europe,mid,moderate,couple,other,Dutch,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.402,high,src_tourism_stats_01
psg_0240,25-34,Male,United Kingdom,Germany,Western Europe,high,moderate,couple,student,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.321,high,src_tourism_stats_01
psg_0241,18-24,Male,Netherlands,Germany,Western Europe,mid,moderate,couple,student,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.364,high,src_tourism_stats_01
psg_0242,35-44,Male,United Kingdom,Germany,Western Europe,mid,upper_mid,family_with_children,other,German,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.398,medium,src_tourism_stats_01
psg_0243,55-64,Prefer not to say,United Kingdom,United Kingdom,Western Europe,high,very_high,retired_couple,manager,Dutch,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.409,low,src_tourism_stats_01
psg_0244,25-34,Male,United Kingdom,Denmark,Western Europe,upper_mid,moderate,couple,student,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.384,high,src_tourism_stats_01
psg_0245,45-54,Male,United Kingdom,Germany,Northern England,mid,upper_mid,couple,manager,English,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.445,medium,src_tourism_stats_01
psg_0246,35-44,Male,France,United Kingdom,South East England,upper_mid,mid,couple,professional,French,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.365,medium,src_tourism_stats_01
psg_0247,25-34,Male,United Kingdom,United Kingdom,French North,mid,lower_mid,couple,other,Dutch,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.27,high,src_tourism_stats_01
psg_0248,35-44,Male,United Kingdom,United Kingdom,Northern France,upper_mid,mid,shared_household,professional,German,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.478,medium,src_tourism_stats_01
psg_0249,25-34,Male,United Kingdom,Germany,Western Europe,upper_mid,mid,family_with_children,professional,French,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.316,medium,src_tourism_stats_01
psg_0250,35-44,Male,France,Netherlands,London and South East,high,high,shared_household,professional,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.489,low,src_tourism_stats_01
psg_0251,35-44,Non-binary,Sweden,Denmark,Greater London,upper_mid,upper_mid,couple,teacher,English,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.454,medium,src_tourism_stats_01
psg_0252,35-44,Female,Denmark,Germany,Greater London,high,upper_mid,couple,manager,Dutch,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.435,medium,src_tourism_stats_01
psg_0253,25-34,Female,United Kingdom,Germany,Western Europe,upper_mid,mid,couple,other,English,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.311,medium,src_tourism_stats_01
psg_0254,45-54,Male,Germany,France,South East England,mid,mid,family_with_children,self_employed,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.379,medium,src_tourism_stats_01
psg_0255,35-44,Male,Netherlands,Denmark,Northern England,mid,upper_mid,family_with_children,professional,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.472,medium,src_tourism_stats_01
psg_0256,35-44,Female,Germany,United Kingdom,Regional UK,low,lower_mid,single,early_career,German,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.251,high,src_tourism_stats_01
psg_0257,25-34,Male,France,Netherlands,Western Europe,upper_mid,mid,single,professional,English,early_career,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.38,medium,src_tourism_stats_01
psg_0258,25-34,Prefer not to say,United Kingdom,Netherlands,Nordics,upper_mid,mid,family_with_children,other,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.288,medium,src_tourism_stats_01
psg_0259,25-34,Female,Ireland,Germany,Western Europe,low,lower_mid,couple,student,French,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.319,high,src_tourism_stats_01
psg_0260,25-34,Male,United Kingdom,United Kingdom,South East England,mid,mid,shared_household,professional,French,early_career,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.389,medium,src_tourism_stats_01
psg_0261,35-44,Male,United Kingdom,United Kingdom,Greater London,mid,upper_mid,couple,manager,German,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.486,medium,src_tourism_stats_01
psg_0262,45-54,Male,United Kingdom,France,Western Europe,mid,lower_mid,couple,service_worker,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.258,high,src_tourism_stats_01
psg_0263,45-54,Male,United Kingdom,Denmark,Western Europe,upper_mid,upper_mid,multi_generational,other,English,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.469,medium,src_tourism_stats_01
psg_0264,45-54,Prefer not to say,United Kingdom,Denmark,Northern England,high,upper_mid,couple,professional,Swedish,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.491,medium,src_tourism_stats_01
psg_0265,35-44,Non-binary,Germany,Sweden,Greater London,upper_mid,upper_mid,multi_generational,manager,French,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.413,medium,src_tourism_stats_01
psg_0266,45-54,Male,United Kingdom,France,Western Europe,mid,mid,family_with_children,self_employed,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.39,medium,src_tourism_stats_01
psg_0267,25-34,Male,Denmark,Sweden,Northern England,mid,upper_mid,family_with_children,other,Dutch,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.492,medium,src_tourism_stats_01
psg_0268,45-54,Female,Ireland,United Kingdom,Regional UK,lower_mid,lower_mid,single,student,Other,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.315,high,src_tourism_stats_01
psg_0269,45-54,Female,Sweden,Netherlands,German North,high,mid,family_with_children,self_employed,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.317,medium,src_tourism_stats_01
psg_0270,35-44,Male,Sweden,Sweden,Western Europe,mid,very_high,single,manager,Dutch,working_adult,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.431,low,src_tourism_stats_01
psg_0271,35-44,Male,Sweden,United Kingdom,Nordics,mid,mid,multi_generational,professional,Dutch,working_adult,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.291,medium,src_tourism_stats_01
psg_0272,55-64,Prefer not to say,Netherlands,United Kingdom,Western Europe,upper_mid,very_high,couple,manager,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.366,low,src_tourism_stats_01
psg_0273,65-74,Prefer not to say,Netherlands,Netherlands,Nordics,upper_mid,very_high,couple,executive,Dutch,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.402,low,src_tourism_stats_01
psg_0274,25-34,Non-binary,United Kingdom,United Kingdom,Nordics,mid,upper_mid,family_with_children,professional,Dutch,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.456,medium,src_tourism_stats_01
psg_0275,18-24,Male,Netherlands,France,Regional UK,mid,lower_mid,single,other,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.232,high,src_tourism_stats_01
psg_0276,25-34,Male,Germany,Germany,Northern England,mid,upper_mid,family_with_children,professional,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.491,medium,src_tourism_stats_01
psg_0277,35-44,Male,United Kingdom,Netherlands,Western Europe,mid,upper_mid,family_with_children,professional,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.4,medium,src_tourism_stats_01
psg_0278,25-34,Female,France,Netherlands,Regional UK,lower_mid,lower_mid,single,other,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.273,high,src_tourism_stats_01
psg_0279,35-44,Female,United Kingdom,United Kingdom,Western Europe,upper_mid,upper_mid,family_with_children,professional,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.506,medium,src_tourism_stats_01
psg_0280,35-44,Male,Germany,France,Western Europe,high,high,couple,consultant,French,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.449,low,src_tourism_stats_01
psg_0281,35-44,Male,Ireland,Germany,Western Europe,lower_mid,lower_mid,single,early_career,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.338,high,src_tourism_stats_01
psg_0282,45-54,Female,France,Sweden,South East England,high,mid,couple,other,English,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.389,medium,src_tourism_stats_01
psg_0283,25-34,Female,United Kingdom,United Kingdom,Western Europe,upper_mid,mid,single,manager,German,early_career,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.343,medium,src_tourism_stats_01
psg_0284,35-44,Female,France,Germany,Scandinavia,high,mid,couple,professional,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.424,medium,src_tourism_stats_01
psg_0285,35-44,Male,France,Ireland,South East England,mid,mid,family_with_children,skilled_trade,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.365,medium,src_tourism_stats_01
psg_0286,25-34,Female,Netherlands,Ireland,German North,low,lower_mid,shared_household,service_worker,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.279,high,src_tourism_stats_01
psg_0287,35-44,Prefer not to say,United Kingdom,Sweden,Western Europe,high,very_high,couple,professional,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.343,low,src_tourism_stats_01
psg_0288,45-54,Male,Germany,Sweden,Nordics,upper_mid,upper_mid,family_with_children,professional,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.406,medium,src_tourism_stats_01
psg_0289,35-44,Female,United Kingdom,Germany,German North,low,lower_mid,couple,other,Dutch,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.253,high,src_tourism_stats_01
psg_0290,25-34,Male,United Kingdom,United Kingdom,Western Europe,lower_mid,lower_mid,single,other,French,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.262,high,src_tourism_stats_01
psg_0291,45-54,Male,Germany,United Kingdom,Northern England,mid,upper_mid,family_with_children,other,Swedish,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.468,medium,src_tourism_stats_01
psg_0292,45-54,Male,United Kingdom,Germany,London and South East,upper_mid,very_high,single,professional,Dutch,working_adult,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.321,low,src_tourism_stats_01
psg_0293,45-54,Female,Denmark,Netherlands,Western Europe,mid,upper_mid,family_with_children,professional,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.471,medium,src_tourism_stats_01
psg_0294,25-34,Female,France,Netherlands,German North,lower_mid,lower_mid,couple,early_career,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.233,high,src_tourism_stats_01
psg_0295,35-44,Male,Sweden,United Kingdom,Western Europe,upper_mid,moderate,single,student,French,working_adult,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.398,high,src_tourism_stats_01
psg_0296,35-44,Male,Netherlands,Netherlands,Irish East Coast,lower_mid,lower_mid,family_with_children,service_worker,English,family_builder,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.267,high,src_tourism_stats_01
psg_0297,25-34,Male,United Kingdom,France,London and South East,mid,moderate,couple,other,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.351,high,src_tourism_stats_01
psg_0298,35-44,Non-binary,United Kingdom,United Kingdom,Regional UK,low,lower_mid,shared_household,early_career,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.302,high,src_tourism_stats_01
psg_0299,25-34,Male,Germany,France,German North,mid,mid,family_with_children,professional,German,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.416,medium,src_tourism_stats_01
psg_0300,25-34,Prefer not to say,United Kingdom,Germany,Western Europe,mid,lower_mid,single,service_worker,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.323,high,src_tourism_stats_01
psg_0301,18-24,Male,Germany,Sweden,Western Europe,mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.366,high,src_tourism_stats_01
psg_0302,35-44,Female,United Kingdom,Germany,Greater London,upper_mid,upper_mid,family_with_children,teacher,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.464,medium,src_tourism_stats_01
psg_0303,35-44,Non-binary,United Kingdom,United Kingdom,London and South East,upper_mid,high,single,professional,Dutch,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.463,low,src_tourism_stats_01
psg_0304,55-64,Female,Germany,Netherlands,Western Europe,upper_mid,very_high,retired_couple,manager,French,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.356,low,src_tourism_stats_01
psg_0305,45-54,Male,France,Sweden,Nordics,mid,upper_mid,multi_generational,professional,English,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.504,medium,src_tourism_stats_01
psg_0306,35-44,Female,Netherlands,United Kingdom,Nordics,upper_mid,mid,family_with_children,professional,German,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.284,medium,src_tourism_stats_01
psg_0307,25-34,Male,United Kingdom,Ireland,Western Europe,lower_mid,lower_mid,single,early_career,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.266,high,src_tourism_stats_01
psg_0308,35-44,Female,Netherlands,Netherlands,Western Europe,high,high,couple,professional,German,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.456,low,src_tourism_stats_01
psg_0309,18-24,Male,United Kingdom,United Kingdom,Regional UK,low,lower_mid,single,service_worker,French,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.244,high,src_tourism_stats_01
psg_0310,45-54,Female,Netherlands,United Kingdom,Scandinavia,upper_mid,very_high,couple,professional,Swedish,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.42,low,src_tourism_stats_01
psg_0311,35-44,Female,Netherlands,Germany,Western Europe,upper_mid,very_high,couple,consultant,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.376,low,src_tourism_stats_01
psg_0312,18-24,Female,United Kingdom,France,London and South East,upper_mid,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.392,high,src_tourism_stats_01
psg_0313,35-44,Female,Netherlands,Germany,London and South East,upper_mid,very_high,family_with_children,manager,German,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.435,low,src_tourism_stats_01
psg_0314,35-44,Non-binary,Germany,Netherlands,Western Europe,mid,upper_mid,family_with_children,professional,Danish,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.409,medium,src_tourism_stats_01
psg_0315,45-54,Non-binary,Ireland,United Kingdom,Northern France,mid,mid,family_with_children,skilled_trade,German,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.477,medium,src_tourism_stats_01
psg_0316,35-44,Female,Netherlands,United Kingdom,London and South East,mid,moderate,couple,creative,French,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.359,high,src_tourism_stats_01
psg_0317,55-64,Male,United Kingdom,France,Nordic Capitals,mid,high,couple,professional,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.521,low,src_tourism_stats_01
psg_0318,45-54,Male,Sweden,United Kingdom,German North,mid,mid,shared_household,self_employed,German,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.369,medium,src_tourism_stats_01
psg_0319,55-64,Prefer not to say,United Kingdom,United Kingdom,Western Europe,high,high,couple,retired,French,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.294,low,src_tourism_stats_01
psg_0320,25-34,Female,France,Netherlands,Regional UK,lower_mid,lower_mid,couple,student,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.293,high,src_tourism_stats_01
psg_0321,35-44,Male,United Kingdom,Netherlands,German North,upper_mid,high,single,professional,French,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.507,low,src_tourism_stats_01
psg_0322,35-44,Male,Netherlands,United Kingdom,Nordic Capitals,upper_mid,high,single,consultant,Dutch,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.475,low,src_tourism_stats_01
psg_0323,65-74,Female,United Kingdom,United Kingdom,Nordics,high,high,couple,professional,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.352,low,src_tourism_stats_01
psg_0324,35-44,Male,Germany,United Kingdom,Northern France,high,mid,shared_household,skilled_trade,German,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.414,medium,src_tourism_stats_01
psg_0325,65-74,Female,Netherlands,Netherlands,Western Europe,mid,very_high,family_with_children,professional,German,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.431,low,src_tourism_stats_01
psg_0326,35-44,Male,United Kingdom,France,Western Europe,high,upper_mid,family_with_children,professional,Danish,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.5,medium,src_tourism_stats_01
psg_0327,45-54,Prefer not to say,Sweden,Netherlands,Western Europe,high,very_high,family_with_children,professional,English,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.404,low,src_tourism_stats_01
psg_0328,35-44,Prefer not to say,Netherlands,United Kingdom,Western Europe,low,lower_mid,single,early_career,Other,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.298,high,src_tourism_stats_01
psg_0329,35-44,Male,United Kingdom,United Kingdom,Western Europe,upper_mid,mid,couple,manager,French,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.37,medium,src_tourism_stats_01
psg_0330,25-34,Non-binary,Germany,France,Regional UK,low,lower_mid,couple,student,Dutch,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.239,high,src_tourism_stats_01
psg_0331,35-44,Non-binary,Germany,United Kingdom,Western Europe,mid,upper_mid,couple,professional,Swedish,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.479,medium,src_tourism_stats_01
psg_0332,35-44,Male,United Kingdom,Netherlands,Irish East Coast,low,lower_mid,couple,other,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.335,high,src_tourism_stats_01
psg_0333,35-44,Male,United Kingdom,United Kingdom,Nordics,high,mid,single,other,Swedish,working_adult,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.365,medium,src_tourism_stats_01
psg_0334,45-54,Male,Netherlands,Netherlands,German North,upper_mid,high,single,manager,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.461,low,src_tourism_stats_01
psg_0335,65-74,Male,Netherlands,United Kingdom,Western Europe,upper_mid,high,couple,other,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.258,low,src_tourism_stats_01
psg_0336,25-34,Prefer not to say,Ireland,Ireland,Northern France,upper_mid,mid,family_with_children,self_employed,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.386,medium,src_tourism_stats_01
psg_0337,25-34,Male,France,Netherlands,Greater London,mid,upper_mid,family_with_children,professional,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.416,medium,src_tourism_stats_01
