trip_id,passenger_id,route_id,date_id,travel_context_id,product_id,booking_channel_id,source_assumption_id,trip_sequence,party_size,adult_count,child_count,senior_count,vehicle_included,vehicle_type,booking_lead_days,cabin_booked_flag,ticket_price,ancillary_spend,total_order_value,discount_used,repeat_trip_flag,synthetic_confidence_score
trp_00472,psg_0270,rte_kapellskar_paldiski,20260418,ctx_visiting_friends,prd_commodore_cabin,chn_website,src_behavior_model_01,1,2,2,0,0,False,foot,63,True,425.59,108.82,534.41,True,False,0.87
trp_00473,psg_0271,rte_dieppe_newhaven,20250304,ctx_family_holiday,prd_pet_friendly_travel,chn_website,src_behavior_model_01,1,3,3,0,0,True,car,58,True,231.61,67.72,299.33,True,False,0.912
trp_00474,psg_0271,rte_calais_dover,20261207,ctx_family_holiday,prd_pet_friendly_travel,chn_call_center,src_behavior_model_01,2,3,2,1,0,False,foot,73,True,191.24,54.51,245.75,True,True,0.871
trp_00475,psg_0272,rte_kapellskar_paldiski,20260118,ctx_weekend_getaway,prd_mini_cruise_package,chn_website,src_behavior_model_01,1,3,2,0,1,True,car,71,True,1023.83,128.62,1152.45,True,False,0.84
trp_00476,psg_0273,rte_karlshamn_klaipeda,20241211,ctx_mini_cruise,prd_commodore_cabin,chn_travel_agency,src_behavior_model_01,1,1,1,0,0,True,van,54,True,266.97,95.95,362.92,True,False,0.875
trp_00477,psg_0273,rte_amsterdam_newcastle,20250811,ctx_weekend_getaway,prd_commodore_cabin,chn_website,src_behavior_model_01,2,1,1,0,0,False,foot,87,True,209.52,99.54,309.06,True,True,0.947
trp_00478,psg_0274,rte_dieppe_newhaven,20240825,ctx_visiting_friends,prd_flexible_combi_ticket,chn_travel_agency,src_behavior_model_01,1,3,1,2,0,True,car,43,False,207.98,70.88,278.86,True,False,0.912
trp_00479,psg_0275,rte_dieppe_newhaven,20241116,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,2,2,0,0,False,foot,10,True,101.69,28.71,130.4,True,False,0.885
trp_00480,psg_0275,rte_dieppe_newhaven,20251218,ctx_shopping,prd_basic_seat,chn_search_engine,src_behavior_model_01,2,1,1,0,0,False,foot,9,False,40.77,36.09,76.86,True,True,0.895
trp_00481,psg_0276,rte_dieppe_newhaven,20250301,ctx_visiting_friends,prd_family_cabin_package,chn_call_center,src_behavior_model_01,1,4,1,3,0,True,motorcycle,82,True,319.56,85.36,404.92,True,False,0.878
trp_00482,psg_0276,rte_dunkirk_dover,20240505,ctx_visiting_friends,prd_family_cabin_package,chn_website,src_behavior_model_01,2,4,2,2,0,True,bicycle,53,True,341.54,76.11,417.65,True,True,0.95
trp_00483,psg_0277,rte_rosslare_dunkirk,20250607,ctx_shopping,prd_flexible_combi_ticket,chn_email_campaign,src_behavior_model_01,1,5,1,4,0,True,car,63,True,700.31,72.03,772.34,True,False,0.857
trp_00484,psg_0278,rte_dunkirk_dover,20240525,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,3,2,0,1,False,foot,7,True,139.15,43.1,182.25,True,False,0.819
trp_00485,psg_0278,rte_dunkirk_dover,20240821,ctx_shopping,prd_basic_seat,chn_search_engine,src_behavior_model_01,2,1,1,0,0,False,foot,30,False,43.62,28.25,71.87,True,True,0.878
trp_00486,psg_0278,rte_spain_morocco,20251031,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,3,3,3,0,0,True,motorcycle,25,True,314.15,29.08,343.23,True,True,0.796
trp_00487,psg_0279,rte_dunkirk_dover,20240105,ctx_family_holiday,prd_standard_inside_cabin,chn_website,src_behavior_model_01,1,3,2,1,0,True,car,26,True,246.05,72.61,318.66,True,False,0.86
trp_00488,psg_0279,rte_jersey_portsmouth,20260820,ctx_transport,prd_standard_inside_cabin,chn_website,src_behavior_model_01,2,5,4,1,0,False,foot,67,True,531.55,74.22,605.77,True,True,0.881
trp_00489,psg_0279,rte_jersey_poole,20250628,ctx_family_holiday,prd_standard_inside_cabin,chn_mobile_app,src_behavior_model_01,3,5,1,4,0,False,foot,45,True,462.9,80.53,543.43,True,True,0.883
trp_00490,psg_0280,rte_dieppe_newhaven,20250314,ctx_transport,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,1,1,1,0,0,False,foot,2,False,61.65,57.2,118.85,True,False,0.921
trp_00491,psg_0280,rte_amsterdam_newcastle,20240516,ctx_visiting_friends,prd_premium_lounge_pass,chn_returning_portal,src_behavior_model_01,2,1,1,0,0,True,car,4,True,261.93,66.7,328.63,True,True,0.888
trp_00492,psg_0280,rte_karlshamn_klaipeda,20240726,ctx_business,prd_basic_seat,chn_travel_agency,src_behavior_model_01,3,1,1,0,0,True,car,12,True,204.79,54.07,258.86,True,True,0.893
trp_00493,psg_0281,rte_dunkirk_dover,20260308,ctx_transport,prd_basic_seat,chn_search_engine,src_behavior_model_01,1,2,2,0,0,False,foot,5,False,75.62,32.38,108.0,True,False,0.913
trp_00494,psg_0282,rte_karlshamn_klaipeda,20250407,ctx_visiting_friends,prd_vehicle_crossing_basic,chn_call_center,src_behavior_model_01,1,3,3,0,0,False,foot,41,True,612.29,56.15,668.44,True,False,0.795
trp_00495,psg_0282,rte_dieppe_newhaven,20260222,ctx_transport,prd_pet_friendly_travel,chn_returning_portal,src_behavior_model_01,2,3,2,1,0,True,camper,31,True,271.16,56.34,327.5,True,True,0.883
trp_00496,psg_0283,rte_calais_dover,20261108,ctx_visiting_friends,prd_pet_friendly_travel,chn_call_center,src_behavior_model_01,1,3,2,1,0,True,car,11,True,218.18,61.95,280.13,True,False,0.902
trp_00497,psg_0284,rte_rosslare_dunkirk,20251111,ctx_transport,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,1,4,4,0,0,True,van,38,True,574.68,55.23,629.91,True,False,0.733
trp_00498,psg_0284,rte_dieppe_newhaven,20260725,ctx_family_holiday,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,2,3,2,0,1,True,van,26,False,232.17,55.95,288.12,True,True,0.824
trp_00499,psg_0285,rte_dunkirk_dover,20260320,ctx_transport,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,1,1,1,0,0,False,foot,8,False,70.86,43.94,114.8,True,False,0.842
trp_00500,psg_0285,rte_dieppe_newhaven,20240712,ctx_transport,prd_vehicle_crossing_basic,chn_call_center,src_behavior_model_01,2,1,1,0,0,True,van,32,True,111.37,38.05,149.42,True,True,0.858
trp_00501,psg_0286,rte_calais_dover,20240425,ctx_shopping,prd_basic_seat,chn_website,src_behavior_model_01,1,2,2,0,0,True,car,8,False,104.02,33.18,137.2,True,False,0.915
trp_00502,psg_0287,rte_dunkirk_dover,20251008,ctx_weekend_getaway,prd_sea_view_cabin,chn_returning_portal,src_behavior_model_01,1,2,2,0,0,False,foot,84,True,134.53,110.88,245.41,True,False,0.902
trp_00503,psg_0288,rte_karlshamn_klaipeda,20240101,ctx_family_holiday,prd_standard_inside_cabin,chn_website,src_behavior_model_01,1,3,1,2,0,True,bicycle,89,True,643.96,72.78,716.74,True,False,0.887
trp_00504,psg_0288,rte_rosslare_dunkirk,20250826,ctx_family_holiday,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,2,5,3,2,0,True,car,51,True,746.06,79.79,825.85,True,True,0.832
trp_00505,psg_0289,rte_dieppe_newhaven,20250807,ctx_weekend_getaway,prd_standard_inside_cabin,chn_social_media,src_behavior_model_01,1,2,2,0,0,False,foot,5,True,117.23,30.8,148.03,True,False,0.886
trp_00506,psg_0290,rte_dunkirk_dover,20241129,ctx_event,prd_basic_seat,chn_search_engine,src_behavior_model_01,1,3,2,1,0,False,foot,15,False,124.51,38.8,163.31,True,False,0.877
trp_00507,psg_0291,rte_kapellskar_paldiski,20241223,ctx_family_holiday,prd_vehicle_crossing_basic,chn_mobile_app,src_behavior_model_01,1,4,1,3,0,True,bicycle,68,True,733.29,61.15,794.44,True,False,0.872
trp_00508,psg_0292,rte_amsterdam_newcastle,20241119,ctx_mini_cruise,prd_sea_view_cabin,chn_travel_agency,src_behavior_model_01,1,1,1,0,0,True,car,52,True,218.71,105.22,323.93,True,False,0.925
trp_00509,psg_0292,rte_kapellskar_paldiski,20260721,ctx_weekend_getaway,prd_commodore_cabin,chn_returning_portal,src_behavior_model_01,2,1,1,0,0,False,foot,24,True,229.78,95.75,325.53,True,True,0.896
trp_00510,psg_0292,rte_amsterdam_newcastle,20260411,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_call_center,src_behavior_model_01,3,2,2,0,0,True,car,22,True,356.79,81.1,437.89,True,True,0.972
trp_00511,psg_0292,rte_calais_dover,20240629,ctx_mini_cruise,prd_sea_view_cabin,chn_returning_portal,src_behavior_model_01,4,2,2,0,0,False,foot,58,True,145.88,93.67,239.55,True,True,0.927
trp_00512,psg_0293,rte_rosslare_dunkirk,20250126,ctx_visiting_friends,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,1,5,2,3,0,True,car,76,True,719.36,76.05,795.41,True,False,0.824
trp_00513,psg_0294,rte_calais_dover,20251015,ctx_shopping,prd_vehicle_crossing_basic,chn_email_campaign,src_behavior_model_01,1,3,3,0,0,True,bicycle,13,True,161.96,39.19,201.15,True,False,0.903
trp_00514,psg_0295,rte_dieppe_newhaven,20260719,ctx_event,prd_flexible_combi_ticket,chn_mobile_app,src_behavior_model_01,1,1,1,0,0,False,foot,32,False,62.49,45.03,107.52,True,False,0.834
trp_00515,psg_0295,rte_dieppe_newhaven,20240524,ctx_weekend_getaway,prd_mini_cruise_package,chn_social_media,src_behavior_model_01,2,1,1,0,0,True,car,15,True,113.14,53.08,166.22,True,True,0.839
trp_00516,psg_0295,rte_jersey_poole,20250707,ctx_weekend_getaway,prd_flexible_combi_ticket,chn_social_media,src_behavior_model_01,3,3,3,0,0,False,foot,33,False,272.65,37.5,310.15,True,True,0.754
trp_00517,psg_0295,rte_dieppe_newhaven,20250510,ctx_weekend_getaway,prd_standard_inside_cabin,chn_mobile_app,src_behavior_model_01,4,2,2,0,0,False,foot,23,True,127.71,40.89,168.6,True,True,0.897
trp_00518,psg_0296,rte_dieppe_newhaven,20240729,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,3,3,0,0,True,car,7,True,203.66,33.21,236.87,True,False,0.881
trp_00519,psg_0296,rte_calais_dover,20251022,ctx_shopping,prd_basic_seat,chn_website,src_behavior_model_01,2,3,3,0,0,False,foot,21,False,126.91,31.35,158.26,True,True,0.881
trp_00520,psg_0297,rte_jersey_stmalo,20250815,ctx_mini_cruise,prd_flexible_combi_ticket,chn_mobile_app,src_behavior_model_01,1,2,2,0,0,False,foot,24,True,183.1,50.84,233.94,True,False,0.75
trp_00521,psg_0297,rte_amsterdam_newcastle,20250323,ctx_mini_cruise,prd_standard_inside_cabin,chn_mobile_app,src_behavior_model_01,2,3,3,0,0,False,foot,32,True,498.93,60.22,559.15,True,True,0.8
trp_00522,psg_0297,rte_dieppe_newhaven,20251122,ctx_weekend_getaway,prd_standard_inside_cabin,chn_website,src_behavior_model_01,3,3,3,0,0,False,foot,6,True,214.54,58.88,273.42,True,True,0.831
trp_00523,psg_0298,rte_dieppe_newhaven,20260720,ctx_transport,prd_vehicle_crossing_basic,chn_email_campaign,src_behavior_model_01,1,1,1,0,0,False,foot,22,True,60.25,29.93,90.18,True,False,0.883
trp_00524,psg_0299,rte_kiel_klaipeda,20241011,ctx_visiting_friends,prd_commodore_cabin,chn_search_engine,src_behavior_model_01,1,3,3,0,0,True,bicycle,17,True,700.44,54.92,755.36,True,False,0.793
trp_00525,psg_0299,rte_dieppe_newhaven,20250112,ctx_transport,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,2,4,3,0,1,True,car,38,True,267.5,60.68,328.18,True,True,0.91
trp_00526,psg_0299,rte_dunkirk_dover,20260806,ctx_family_holiday,prd_vehicle_crossing_basic,chn_travel_agency,src_behavior_model_01,3,2,2,0,0,True,motorcycle,30,True,149.43,44.27,193.7,True,True,0.848
trp_00527,psg_0300,rte_dunkirk_dover,20240410,ctx_transport,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,3,3,0,0,False,foot,2,True,141.72,46.61,188.33,True,False,0.902
trp_00528,psg_0300,rte_jersey_stmalo,20240625,ctx_transport,prd_basic_seat,chn_search_engine,src_behavior_model_01,2,2,2,0,0,False,foot,29,True,151.23,25.72,176.95,True,True,0.794
trp_00529,psg_0301,rte_amsterdam_newcastle,20240304,ctx_mini_cruise,prd_mini_cruise_package,chn_mobile_app,src_behavior_model_01,1,1,1,0,0,True,van,9,True,312.56,63.81,376.37,True,False,0.833
trp_00530,psg_0301,rte_amsterdam_newcastle,20250404,ctx_weekend_getaway,prd_basic_seat,chn_mobile_app,src_behavior_model_01,2,2,2,0,0,True,car,16,True,310.19,38.21,348.4,True,True,0.775
trp_00531,psg_0302,rte_dunkirk_dover,20240814,ctx_family_holiday,prd_vehicle_crossing_basic,chn_email_campaign,src_behavior_model_01,1,3,2,1,0,True,van,69,True,228.43,67.02,295.45,True,False,0.871
trp_00532,psg_0303,rte_amsterdam_newcastle,20260702,ctx_event,prd_flexible_combi_ticket,chn_returning_portal,src_behavior_model_01,1,1,1,0,0,False,foot,13,True,179.41,44.71,224.12,True,False,0.885
trp_00533,psg_0303,rte_dunkirk_dover,20260920,ctx_event,prd_basic_seat,chn_returning_portal,src_behavior_model_01,2,2,2,0,0,True,bicycle,9,False,117.61,55.67,173.28,True,True,0.931
trp_00534,psg_0304,rte_rosslare_dunkirk,20240502,ctx_weekend_getaway,prd_sea_view_cabin,chn_website,src_behavior_model_01,1,2,2,0,0,False,foot,23,True,306.38,103.71,410.09,True,False,0.784
trp_00535,psg_0304,rte_amsterdam_newcastle,20260808,ctx_weekend_getaway,prd_sea_view_cabin,chn_call_center,src_behavior_model_01,2,3,3,0,0,False,foot,18,True,526.88,113.66,640.54,True,True,0.883
trp_00536,psg_0304,rte_kiel_klaipeda,20250417,ctx_mini_cruise,prd_commodore_cabin,chn_website,src_behavior_model_01,3,3,3,0,0,True,bicycle,88,True,664.13,94.17,758.3,True,True,0.808
trp_00537,psg_0304,rte_amsterdam_newcastle,20250709,ctx_weekend_getaway,prd_premium_lounge_pass,chn_returning_portal,src_behavior_model_01,4,2,2,0,0,False,foot,14,True,500.46,109.16,609.62,True,True,0.928
trp_00538,psg_0305,rte_dieppe_newhaven,20241218,ctx_family_holiday,prd_standard_inside_cabin,chn_email_campaign,src_behavior_model_01,1,4,3,1,0,True,car,56,True,323.83,86.12,409.95,True,False,0.925
trp_00539,psg_0306,rte_karlshamn_klaipeda,20251130,ctx_family_holiday,prd_pet_friendly_travel,chn_website,src_behavior_model_01,1,3,3,0,0,False,foot,59,True,589.88,65.64,655.52,True,False,0.831
trp_00540,psg_0307,rte_spain_morocco,20250725,ctx_event,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,1,2,2,0,0,True,bicycle,18,True,208.08,38.19,246.27,True,False,0.757
trp_00541,psg_0307,rte_dunkirk_dover,20240905,ctx_shopping,prd_basic_seat,chn_search_engine,src_behavior_model_01,2,1,1,0,0,False,foot,13,False,45.25,19.09,64.34,True,True,0.833
trp_00542,psg_0307,rte_morocco_spain,20241015,ctx_shopping,prd_basic_seat,chn_search_engine,src_behavior_model_01,3,2,2,0,0,False,foot,29,False,157.09,21.56,178.65,True,True,0.75
trp_00543,psg_0307,rte_spain_morocco,20240115,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,4,3,1,1,1,False,foot,10,True,282.13,43.79,325.92,True,True,0.742
trp_00544,psg_0307,rte_dunkirk_dover,20240311,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,5,4,4,0,0,False,foot,10,True,226.49,31.32,257.81,True,True,0.875
trp_00545,psg_0308,rte_dieppe_newhaven,20241003,ctx_business,prd_premium_lounge_pass,chn_website,src_behavior_model_01,1,2,2,0,0,False,foot,8,True,182.35,53.8,236.15,True,False,0.961
trp_00546,psg_0308,rte_karlshamn_klaipeda,20240822,ctx_transport,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,2,2,2,0,0,False,foot,1,True,370.44,54.3,424.74,True,True,0.803
trp_00547,psg_0308,rte_dunkirk_dover,20250507,ctx_business,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,3,1,1,0,0,True,car,1,False,89.43,54.42,143.85,True,True,0.931
trp_00548,psg_0309,rte_jersey_stmalo,20240506,ctx_transport,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,1,3,2,1,0,False,foot,21,True,274.2,35.19,309.39,True,False,0.768
trp_00549,psg_0310,rte_amsterdam_newcastle,20250609,ctx_weekend_getaway,prd_mini_cruise_package,chn_travel_agency,src_behavior_model_01,1,3,3,0,0,True,car,25,True,856.06,114.45,970.51,True,False,0.873
trp_00550,psg_0310,rte_trelleborg_klaipeda,20250419,ctx_weekend_getaway,prd_standard_inside_cabin,chn_returning_portal,src_behavior_model_01,2,1,1,0,0,False,foot,54,True,219.22,103.44,322.66,True,True,0.884
trp_00551,psg_0311,rte_dunkirk_dover,20240708,ctx_weekend_getaway,prd_premium_lounge_pass,chn_travel_agency,src_behavior_model_01,1,1,1,0,0,False,foot,45,True,97.62,96.41,194.03,True,False,0.909
trp_00552,psg_0312,rte_karlshamn_klaipeda,20260914,ctx_mini_cruise,prd_standard_inside_cabin,chn_mobile_app,src_behavior_model_01,1,1,1,0,0,False,foot,12,True,213.98,41.64,255.62,True,False,0.771
trp_00553,psg_0312,rte_dieppe_newhaven,20240127,ctx_mini_cruise,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,2,2,2,0,0,True,car,33,False,140.36,48.35,188.71,True,True,0.916
trp_00554,psg_0313,rte_amsterdam_newcastle,20260924,ctx_weekend_getaway,prd_standard_inside_cabin,chn_website,src_behavior_model_01,1,2,2,0,0,True,car,52,True,404.99,101.86,506.85,True,False,0.946
trp_00555,psg_0313,rte_amsterdam_newcastle,20250315,ctx_weekend_getaway,prd_sea_view_cabin,chn_returning_portal,src_behavior_model_01,2,1,1,0,0,True,car,82,True,207.18,87.04,294.22,True,True,0.93
trp_00556,psg_0314,rte_rosslare_dunkirk,20241114,ctx_visiting_friends,prd_standard_inside_cabin,chn_email_campaign,src_behavior_model_01,1,5,1,4,0,False,foot,79,True,703.67,88.7,792.37,True,False,0.861
trp_00557,psg_0315,rte_dunkirk_dover,20241006,ctx_transport,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,2,2,0,0,True,car,43,True,148.8,53.46,202.26,True,False,0.823
trp_00558,psg_0315,rte_dunkirk_dover,20250911,ctx_transport,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,2,2,2,0,0,True,van,60,True,165.04,45.38,210.42,True,True,0.834
trp_00559,psg_0316,rte_calais_dover,20250711,ctx_shopping,prd_mini_cruise_package,chn_social_media,src_behavior_model_01,1,1,1,0,0,True,car,20,True,107.37,60.94,168.31,True,False,0.862
trp_00560,psg_0317,rte_calais_dover,20260330,ctx_transport,prd_flexible_combi_ticket,chn_call_center,src_behavior_model_01,1,1,1,0,0,True,bicycle,13,False,76.05,56.71,132.76,True,False,0.886
trp_00561,psg_0317,rte_calais_dover,20261226,ctx_transport,prd_flexible_combi_ticket,chn_call_center,src_behavior_model_01,2,2,2,0,0,False,foot,9,False,131.9,40.11,172.01,True,True,0.923
trp_00562,psg_0317,rte_kiel_klaipeda,20260725,ctx_visiting_friends,prd_mini_cruise_package,chn_website,src_behavior_model_01,3,2,2,0,0,True,car,4,True,645.57,68.5,714.07,True,True,0.797
trp_00563,psg_0318,rte_dunkirk_dover,20260312,ctx_family_holiday,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,1,1,1,0,0,False,foot,26,False,61.44,47.36,108.8,True,False,0.875
trp_00564,psg_0318,rte_kiel_klaipeda,20241007,ctx_transport,prd_commodore_cabin,chn_search_engine,src_behavior_model_01,2,2,2,0,0,False,foot,60,True,403.73,53.72,457.45,True,True,0.847
trp_00565,psg_0318,rte_dieppe_newhaven,20250510,ctx_transport,prd_vehicle_crossing_basic,chn_travel_agency,src_behavior_model_01,3,1,1,0,0,True,car,45,True,100.54,29.63,130.17,True,True,0.877
trp_00566,psg_0319,rte_amsterdam_newcastle,20240629,ctx_visiting_friends,prd_mini_cruise_package,chn_call_center,src_behavior_model_01,1,1,1,0,0,False,foot,29,True,252.68,103.79,356.47,True,False,0.854
trp_00567,psg_0320,rte_calais_dover,20251012,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,3,3,0,0,True,car,3,True,208.99,27.91,236.9,True,False,0.821
trp_00568,psg_0320,rte_dunkirk_dover,20250811,ctx_transport,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,2,1,1,0,0,False,foot,9,True,62.53,20.67,83.2,True,True,0.872
trp_00569,psg_0321,rte_amsterdam_newcastle,20250802,ctx_business,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,1,1,1,0,0,False,foot,8,True,169.04,57.31,226.35,True,False,0.807
trp_00570,psg_0321,rte_rosslare_dunkirk,20250614,ctx_business,prd_flexible_combi_ticket,chn_travel_agency,src_behavior_model_01,2,1,1,0,0,False,foot,13,True,151.01,38.68,189.69,True,True,0.847
trp_00571,psg_0321,rte_dieppe_newhaven,20251113,ctx_visiting_friends,prd_premium_lounge_pass,chn_returning_portal,src_behavior_model_01,3,2,2,0,0,False,foot,7,True,190.15,67.31,257.46,True,True,0.874
trp_00572,psg_0322,rte_dunkirk_dover,20240303,ctx_business,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,1,1,1,0,0,False,foot,1,False,68.01,47.04,115.05,True,False,0.871
trp_00573,psg_0322,rte_karlshamn_klaipeda,20240401,ctx_transport,prd_standard_inside_cabin,chn_travel_agency,src_behavior_model_01,2,1,1,0,0,True,motorcycle,9,True,218.95,48.58,267.53,True,True,0.866
trp_00574,psg_0322,rte_dieppe_newhaven,20260902,ctx_event,prd_basic_seat,chn_website,src_behavior_model_01,3,2,2,0,0,False,foot,5,False,101.79,58.32,160.11,True,True,0.939
trp_00575,psg_0322,rte_trelleborg_klaipeda,20261029,ctx_business,prd_flexible_combi_ticket,chn_returning_portal,src_behavior_model_01,4,1,1,0,0,False,foot,8,True,216.03,36.66,252.69,True,True,0.866
trp_00576,psg_0322,rte_karlshamn_klaipeda,20250124,ctx_business,prd_premium_lounge_pass,chn_search_engine,src_behavior_model_01,5,2,2,0,0,False,foot,3,True,496.02,64.3,560.32,True,True,0.893
trp_00577,psg_0323,rte_dieppe_newhaven,20250518,ctx_mini_cruise,prd_sea_view_cabin,chn_travel_agency,src_behavior_model_01,1,1,0,0,1,False,foot,65,True,73.58,78.41,151.99,True,False,0.922
trp_00578,psg_0323,rte_calais_dover,20260817,ctx_event,prd_mini_cruise_package,chn_website,src_behavior_model_01,2,2,0,0,2,False,foot,100,True,183.53,98.2,281.73,True,True,0.845
trp_00579,psg_0324,rte_calais_dover,20261206,ctx_transport,prd_standard_inside_cabin,chn_website,src_behavior_model_01,1,1,1,0,0,True,van,26,True,132.72,49.51,182.23,True,False,0.927
trp_00580,psg_0324,rte_dunkirk_dover,20250407,ctx_transport,prd_standard_inside_cabin,chn_website,src_behavior_model_01,2,4,4,0,0,False,foot,60,True,267.06,61.66,328.72,True,True,0.84
trp_00581,psg_0325,rte_dunkirk_dover,20260128,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,1,2,2,0,0,True,car,77,True,173.88,81.85,255.73,True,False,0.953
trp_00582,psg_0325,rte_kiel_klaipeda,20240909,ctx_mini_cruise,prd_sea_view_cabin,chn_website,src_behavior_model_01,2,1,1,0,0,False,foot,78,True,215.99,91.11,307.1,True,True,0.877
trp_00583,psg_0325,rte_dieppe_newhaven,20250404,ctx_weekend_getaway,prd_sea_view_cabin,chn_returning_portal,src_behavior_model_01,3,2,2,0,0,False,foot,26,True,162.11,107.48,269.59,True,True,0.979
trp_00584,psg_0326,rte_calais_dover,20240406,ctx_visiting_friends,prd_family_cabin_package,chn_website,src_behavior_model_01,1,5,3,2,0,False,foot,20,True,391.23,88.79,480.02,True,False,0.897
trp_00585,psg_0326,rte_rosslare_dunkirk,20260814,ctx_visiting_friends,prd_standard_inside_cabin,chn_website,src_behavior_model_01,2,4,3,1,0,True,bicycle,39,True,710.14,68.44,778.58,True,True,0.793
trp_00586,psg_0327,rte_kiel_klaipeda,20261018,ctx_weekend_getaway,prd_commodore_cabin,chn_website,src_behavior_model_01,1,1,1,0,0,True,camper,26,True,268.01,95.92,363.93,True,False,0.851
trp_00587,psg_0327,rte_trelleborg_klaipeda,20240715,ctx_visiting_friends,prd_vehicle_crossing_basic,chn_call_center,src_behavior_model_01,2,2,2,0,0,True,camper,20,True,475.18,96.28,571.46,True,True,0.867
trp_00588,psg_0327,rte_amsterdam_newcastle,20250217,ctx_weekend_getaway,prd_premium_lounge_pass,chn_call_center,src_behavior_model_01,3,1,1,0,0,False,foot,57,True,263.72,112.54,376.26,True,True,0.887
trp_00589,psg_0327,rte_kiel_klaipeda,20250730,ctx_visiting_friends,prd_mini_cruise_package,chn_returning_portal,src_behavior_model_01,4,1,1,0,0,True,bicycle,21,True,308.63,117.27,425.9,True,True,0.866
trp_00590,psg_0327,rte_trelleborg_klaipeda,20261116,ctx_mini_cruise,prd_sea_view_cabin,chn_website,src_behavior_model_01,5,1,1,0,0,True,car,89,True,246.15,98.2,344.35,True,True,0.856
trp_00591,psg_0328,rte_dunkirk_dover,20240830,ctx_shopping,prd_basic_seat,chn_search_engine,src_behavior_model_01,1,4,4,0,0,False,foot,11,False,154.37,31.19,185.56,True,False,0.876
trp_00592,psg_0328,rte_jersey_poole,20261105,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,2,1,1,0,0,False,foot,11,True,72.28,32.89,105.17,True,True,0.753
trp_00593,psg_0328,rte_jersey_stmalo,20260715,ctx_shopping,prd_commodore_cabin,chn_social_media,src_behavior_model_01,3,4,4,0,0,False,foot,13,True,337.19,45.8,382.99,True,True,0.832
trp_00594,psg_0329,rte_dieppe_newhaven,20251104,ctx_family_holiday,prd_standard_inside_cabin,chn_call_center,src_behavior_model_01,1,2,2,0,0,True,car,56,True,159.18,69.03,228.21,True,False,0.894
trp_00595,psg_0329,rte_jersey_stmalo,20250510,ctx_family_holiday,prd_pet_friendly_travel,chn_website,src_behavior_model_01,2,3,3,0,0,False,foot,37,True,276.77,68.84,345.61,True,True,0.754
trp_00596,psg_0330,rte_dieppe_newhaven,20240821,ctx_shopping,prd_basic_seat,chn_website,src_behavior_model_01,1,1,1,0,0,False,foot,11,False,44.87,29.79,74.66,True,False,0.875
trp_00597,psg_0330,rte_calais_dover,20260610,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,2,1,1,0,0,True,car,13,True,87.73,20.89,108.62,True,True,0.919
trp_00598,psg_0331,rte_dieppe_newhaven,20260310,ctx_family_holiday,prd_standard_inside_cabin,chn_website,src_behavior_model_01,1,3,2,1,0,True,camper,43,True,256.8,83.34,340.14,True,False,0.897
trp_00599,psg_0331,rte_calais_dover,20241006,ctx_family_holiday,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,2,3,1,2,0,True,motorcycle,29,True,187.28,72.61,259.89,True,True,0.898
trp_00600,psg_0331,rte_dunkirk_dover,20260911,ctx_visiting_friends,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,3,4,2,2,0,True,camper,86,True,332.76,71.62,404.38,True,True,0.92
